created,text,retwc,hashtag,followers,friends
2017-09-07 13:39:29,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,79,9
2017-09-07 13:38:45,b'Caden the Weird died from malaria in 1278.',0,None,17,0
2017-09-07 13:38:12,b'Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria\xe2\x80\xa6 https://t.co/GccM3lBNgd',69,Malaria,1933,1980
2017-09-07 13:37:33,"b""@Faisal_Ungolyn Lol... Doctor told her its malaria dai, as if I'll follow her to the Dr's, dan renin wayo kawai""",0,None,277,180
2017-09-07 13:37:03,"b""RT @Reuters_Health: Thousands hit by malaria, dengue as South Asia's worst floods in a decade recede https://t.co/vxkE8NpJBz""",26,None,1453,1655
2017-09-07 13:36:29,"b'Surgery-treatable conditions kill more people than TB, Malaria and AIDS combined. We must do more. https://t.co/rAd07ugbeM'",0,None,22353,2490
2017-09-07 13:35:37,b'RT @jamujeng: Presentation on malaria control by Dr saidu..#jamuje #JaMujeRoundTable https://t.co/5cFwDWQind',2,jamuje,461,663
2017-09-07 13:35:36,"b""@_ajay_69 Nasan baka wasa ay...\nDoctor told you it's malaria or you just assumed because you're not ready for the morning sickness thingy??""",0,None,2045,1005
2017-09-07 13:34:40,"b'@Faisal_Ungolyn Lmao... Fuck off, normal malaria dai'",0,None,277,180
2017-09-07 13:34:17,"b""Mal'aria https://t.co/sFxPLEiyKI via @giusepperavera""",0,None,64,26
2017-09-07 13:33:46,b'Malaria: Italy treating death of girl as manslaughter (Punch) https://t.co/QoMlfY8boD https://t.co/dXydtYl9uv',0,None,12248,1088
2017-09-07 13:32:52,"b'#Burundi \xe2\x80\x9cSince the ministry declared malaria as an epidemic, more than 252,000 cases detected per week"",T.Ndikumana https://t.co/3jjfLqGdSC'",4,Burundi,27372,200
2017-09-07 13:32:09,"b'https://t.co/p1B55OhCHT: How do we tell when a fever is not malaria? -  In countries where malaria is prevalent, acute fever...'",0,None,515,196
2017-09-07 13:32:03,"b'Abstract\nIn Italy at the end of 19th Century, malaria cases amounted to 2 million with 15,000\xe2\x80\x9320,000 deaths per yea\xe2\x80\xa6 https://t.co/61ia4cdQRh'",0,None,215,290
2017-09-07 13:31:03,b'The latest The Alessia Fedele Daily! https://t.co/CPAFXuCRED #malaria',0,malaria,1340,1256
2017-09-07 13:31:02,"b'RT @WHOMaldives: ""Maldives has eliminated Malaria, Lymphatic Filariasis, Polio and now Measles, remarkable achievements."" - Dr Poonam Khetr\xe2\x80\xa6'",64,None,383,813
2017-09-07 13:30:53,"b'Malaria Cases Significantly Decreased, #Africa #EastAfrica #Business #News https://t.co/Q6CoamC35w #Tanzania #Kenya #Uganda #Rwanda #Burundi'",0,Africa,1040,6
2017-09-07 13:30:40,"b'Fight against malaria requires innovators, not just cost-cutters - American Enterprise Institute https://t.co/2rnorsKWFw #msf'",0,msf,161,258
2017-09-07 13:30:18,"b""AA always has Malaria.\nBut guess who hasn't fallen sick in yeeeeeeeaaaaaars.\n\nThank God!""",0,None,1735,1223
2017-09-07 13:28:54,"b""Italy Opens Manslaughter Probe Over Child's Malaria Death - CHANNELS TELEVISION https://t.co/JEHA7ofAK3""",0,None,3038,3554
2017-09-07 13:28:10,b'RT @ViaGlobalHealth: Excited to partner with another @500Startups co @FyodorBiotech to scale the urine #malaria test globally! #500strong h\xe2\x80\xa6',4,malaria,36,270
2017-09-07 13:28:03,b'Great use of AI: Engineering the End of Malaria https://t.co/ALuXuX8ZM1 via @pacificstand #AI #Africa #Malaria https://t.co/syAdSWn4Yd',0,AI,1242,2214
2017-09-07 13:27:58,b'RT @mbrukia: Malaria prevalence continues to reduce in Uganda: Revealed at Malaria review meeting @opigojimmy @MinofHealthUG @ntvuganda @At\xe2\x80\xa6',4,None,673,1203
2017-09-07 13:27:04,b'Population Pharmacokinetics of Pyronaridine in Pediatric Malaria Patients. https://t.co/4meY9G3yYi',0,None,777,0
2017-09-07 13:25:54,b'I detest malaria drugs https://t.co/m1jSmBqfZv',0,None,1253,510
2017-09-07 13:25:13,b'#HealthNewsFlash: #Malaria:- Italy treating death of girl as manslaughter.... #STAYWELLWORLD',1,HealthNewsFlash,1720,2530
2017-09-07 13:25:04,"b'RT @ISGLOBALorg: Outbreak of #diarrhoea, #malaria and #dengue in Bangladesh and Nepal https://t.co/5bT2aNHlJI'",6,diarrhoea,6723,1675
2017-09-07 13:24:59,"b'Burundi: Malaria Cases Significantly Decreased, Health Ministry\xc2\xa0Says https://t.co/DLR26mnJUO'",0,None,682,275
2017-09-07 13:24:22,"b""RT @HarvardMalaria: Scientists found boosting mothers' malaria immune response, as via vaccination, results in better infant protection htt\xe2\x80\xa6""",6,None,170,419
2017-09-07 13:23:43,"b""RT @GlobalBioD: In A Case That Is 'Almost Impossible,' Girl Dies Of Malaria In Italy https://t.co/wO2tqaj1Hf https://t.co/YTPGfnwD03""",1,None,539,1040
2017-09-07 13:23:14,b'New strategy for vaccinating pregnant mothers against malaria holds promise for protecting infants https://t.co/Vz1MkaCS20',0,None,4090,3958
2017-09-07 13:23:05,b'#NaturalRemedy 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly\xe2\x80\xa6 https://t.co/hZgXXpSQgp via #hng #Natural #remedy #news',0,NaturalRemedy,4450,3237
2017-09-07 13:22:45,"b'#Burundi Malaria cases significantly decreased, Health Ministry says https://t.co/3jjfLqoCu2'",0,Burundi,27372,200
2017-09-07 13:21:40,"b'RT @WHOMaldives: ""Maldives has eliminated Malaria, Lymphatic Filariasis, Polio and now Measles, remarkable achievements."" - Dr Poonam Khetr\xe2\x80\xa6'",64,None,452,90
2017-09-07 13:21:15,b'Malaria death considered for manslaughter\nhttps://t.co/Ryb83TLs5x\n#trento #malaria #manslaughter #italianinsider https://t.co/aEN5yO3VKW',0,trento,7747,1305
2017-09-07 13:21:04,b'5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly - NDTV https://t.co/ZikdoDNUlK https://t.co/qEL14fZ2Gx',0,None,74,7
2017-09-07 13:20:29,"b'RT @RTI_INTL_DEV: Don\xe2\x80\x99t miss RTI\xe2\x80\x99s #IntegrateHealth panel on what integrated health systems mean for #MNCH, #ECD, &amp; #malaria https://t.co/G\xe2\x80\xa6'",1,IntegrateHealth,24,176
2017-09-07 13:19:34,"b'RT @WHOMaldives: ""Maldives has eliminated Malaria, Lymphatic Filariasis, Polio and now Measles, remarkable achievements."" - Dr Poonam Khetr\xe2\x80\xa6'",64,None,583,468
2017-09-07 13:19:32,b'New strategy for vaccinating pregnant mothers against malaria holds promise for protecting infants https://t.co/dTHYTcfRca',0,None,7667,980
2017-09-07 13:18:45,b'Staring at my lunch and I dont have the slightest urge to eat. Jollof rice too! \xf0\x9f\x99\x81#Malaria',0,Malaria,1190,805
2017-09-07 13:18:17,"b'#Malaria in war-torn #SS rising, 1.3 million people infected in 2017 \xe2\x80\x94 1000s of others sick with #Measles, #Cholera https://t.co/BKwNxQzwD8'",0,Malaria,316,10
2017-09-07 13:18:10,"b""These little black &amp; white mosquitos are a menace! They're active all day and their bites are so itchy! They suppos\xe2\x80\xa6 https://t.co/t8pxUwVKQS""",0,None,542,973
2017-09-07 13:17:59,b'Does it cure malaria ? https://t.co/udnWtsRXqW',0,None,441,518
2017-09-07 13:17:49,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,241,366
2017-09-07 13:16:49,"b'RT @Condor_Law: #Italy welcomes ""cultural enrichment"" - malaria, HPV, cholera, typhus.. &amp;more! Doctors ""puzzled"" over sources! \xf0\x9f\xa4\x94https://t.c\xe2\x80\xa6'",6,Italy,420,317
2017-09-07 13:15:57,"b""RT @IFRCAsiaPacific: Thousands hit by malaria, dengue as South Asia's worst #floods in a decade recede. https://t.co/2RGRp273vj @Reuters""",24,floods,50,194
2017-09-07 13:15:50,b'RT @carepayKE: 10 Facts about Malaria https://t.co/xLRJxwjZ8X',1,None,2151,1630
2017-09-07 13:14:53,b'RT @theAshLeon: \xe2\x80\x9cafrican queen\xe2\x80\x9d tee from https://t.co/NrR4KheVFi\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbd\n\nevery purchase funds a bed net to someone susceptible of getting malari\xe2\x80\xa6',269,None,788,1560
2017-09-07 13:13:29,b'RT @NOAAClimate: Malaria risk zones are climbing mountains. New research from @climatesociety. https://t.co/KpVOSR2RAW https://t.co/lE1m2Hs\xe2\x80\xa6',33,None,2184,205
2017-09-07 13:13:02,b'South Sudan\xe2\x80\x99s malaria toll highlights disease burden in war-torn nation https://t.co/4spWyz49WR',0,None,17195,31
2017-09-07 13:12:43,"b'RT @BillGates: From 2007 to 2015, the U.S. government invested $14 billion in global health R&amp;D. The returns were tremendous... https://t.c\xe2\x80\xa6'",2017,None,3097,2100
2017-09-07 13:12:05,b'5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly - NDTV https://t.co/7fmIrPEMp1',0,None,2288,1872
2017-09-07 13:12:02,"b""In A Case That Is 'Almost Impossible,' Girl Dies Of Malaria In Italy https://t.co/wO2tqaj1Hf https://t.co/YTPGfnwD03""",1,None,4213,1452
2017-09-07 13:11:52,b'RT @UNITAID: Seeking experts to join our Proposal Review Committee for Jan 2018\xe2\x80\x93Dec 2020. Deadline Mon 11 Sep! https://t.co/iXyydnQwBn #HIV\xe2\x80\xa6',3,HIV,3227,2696
2017-09-07 13:11:47,b'@SilverVVulpes @leftoutside @portraitinflesh @s8mb by yr logic a genocide that kills a milliion is of no consequenc\xe2\x80\xa6 https://t.co/pcV0dSauf4',0,None,2296,992
2017-09-07 13:11:31,"b'Malaria Transmission From Monkeys to Humans, Study Finds https://t.co/dkwZzY62oy'",0,None,540,0
2017-09-07 13:11:27,b'#Malaria: A Changing Scenario from the #Past to the #Future\nhttps://t.co/Moc8wQD19q https://t.co/0p2bKBwqQ4',0,Malaria,5,138
2017-09-07 13:11:01,b'Study examines beliefs stopping pregnant women fm taking anti-#malaria precautions @world_midwives @RollBackMalaria https://t.co/Fvrndg812b',1,malaria,2504,273
2017-09-07 13:08:38,b'South Sudan\xe2\x80\x99s malaria toll highlights disease burden in war-torn\xc2\xa0nation https://t.co/tlOenfcFsH',0,None,2489,1416
2017-09-07 13:07:51,"b'apart from mosquito coil, which other malaria medicine do you know again??'",0,None,954,3073
2017-09-07 13:07:34,"b'""Mitochondria is the power house of the cell"" aur ""Malaria is caused by female anopheles mosquito"" jaan ke koi doctor nahi ban jata. #quack'",0,quack,149,256
2017-09-07 13:03:58,"b'RT @Espinakka: Italy\n3.633 cases of Malaria in 4 years\n\nTypical European disease...\nThanks UN, EU, Lerner Spectre Soros Club\n https://t.co/\xe2\x80\xa6'",2,None,984,924
2017-09-07 13:01:53,b'Please RT? #travel #traveller Malaria-Free Destinations on Expresso Show: Waterberg. https://t.co/xSSZe8zS9s https://t.co/wbHbSmACk6',0,travel,1696,4263
2017-09-07 13:01:51,b'\xc2\xbb Italian officials fear the return of malaria after 4 y.o. girl dies of the disease https://t.co/6Ntjlm7onv',0,None,236,33
2017-09-07 13:01:31,"b'Check this out @scelosr , the MIT guys are always ahead https://t.co/I80RdysifH'",0,None,228,149
2017-09-07 12:58:52,b'RT @HazardChaos: Didier Drogba once stopped a civil war in his country. He also recovered from Malaria in 26 minutes. The man is a living l\xe2\x80\xa6',10,None,138,302
2017-09-07 12:58:27,b'IM BOUT TO GO TO A MALARIA PRONE COUNTRY WIT NO BUG SPRAY AS IF I DONT GOT A MOSQUITO PROBLEM &amp; MY BLOOD ISNT DELICIOUS AF #rip2me',0,rip2me,228,34
2017-09-07 12:58:22,"b""RT @dave_tunde: Pls DO NOT take antimalarial drugs with BLOOD TONIC or VITAMIN C! \nMalaria parasite 'feeds' on IRON!\n\n#HealthyNation\n#Healt\xe2\x80\xa6""",22,HealthyNation,344,244
2017-09-07 12:58:09,b'RT @OneHealthCom: #Malaria parasite spreads from howler monkeys to humans; disease eradication concern https://t.co/cZOWtVDMQz #ZoonoticDis\xe2\x80\xa6',9,Malaria,126,1314
2017-09-07 12:56:46,b'Italy Opens Manslaughter Probe Over Child\xe2\x80\x99s Malaria Death https://t.co/CSgmdEoIVo',0,None,2464,81
2017-09-07 12:56:41,b'Short History of Malaria and Its Eradication in Italy https://t.co/QTHE47aEpI',0,None,710,302
2017-09-07 12:55:15,b'Malaria: Italy treating death of girl as manslaughter (Punch) https://t.co/QoMlfY8boD https://t.co/YbYvXo7jB4',0,None,12248,1088
2017-09-07 12:54:42,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,508,1215
2017-09-07 12:53:57,"b""RT @IFRCAsiaPacific: Thousands hit by malaria, dengue as South Asia's worst #floods in a decade recede. https://t.co/2RGRp273vj @Reuters""",24,floods,68,349
2017-09-07 12:53:33,b'Malaria: Italy treating death of girl as manslaughter\xc2\xa0(Punch) https://t.co/QoMlfY8boD',0,None,12248,1088
2017-09-07 12:53:14,b'Nothing like getting cold malaria water spilled on you to wake you up in the morning. #propshop',0,propshop,1844,759
2017-09-07 12:51:40,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,356,474
2017-09-07 12:51:05,"b'Dirty water kills more children than war, malaria, HIV/AIDS and traffic accidents combined. https://t.co/Hekq45Xrhz via @savethewater'",0,None,127,97
2017-09-07 12:49:04,b'RT @V_of_Europe: Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate https://t.co/AjTdZfsf8Z',191,None,532,869
2017-09-07 12:48:31,b'RT @AMike4761: Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate as Syrian Refugees bring disease- #fo2eu  https://\xe2\x80\xa6',189,fo2eu,33,79
2017-09-07 12:47:29,b'Art Basel Malaria 2017. https://t.co/5IujqC5bd8',0,None,506,753
2017-09-07 12:45:00,"b'Thousands hit by malaria, dengue as #SouthAsia worst #floods in a decade recede https://t.co/Fr7Ocuv5BO\xe2\x80\xa6 https://t.co/STiND8cjjI'",0,SouthAsia,870,446
2017-09-07 12:44:52,"b""Malaria is one of the country's biggest problems, with 6.7 million new cases &amp; 4,000 deaths each year, particularly among children under 5""",0,None,10714,6378
2017-09-07 12:41:58,b'Malaria Deathof Four-Year-Old Girl in ItalyReignites Immigration Debate - Breitbart https://t.co/v71MZSNRS3 via @BreitbartNews #NODACA #WALL',0,NODACA,198,390
2017-09-07 12:41:35,b'Gut worm more deadly than malaria infecting millions https://t.co/m5bwvvvvsc via @YouTube',0,None,556,1006
2017-09-07 12:41:10,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,199,204
2017-09-07 12:40:32,b'RT @V_of_Europe: Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate https://t.co/AjTdZfsf8Z',191,None,1559,2363
2017-09-07 12:40:18,b'RT @imosenig: It once took @didierdrogba 26 minutes to recover from Malaria. A funny #ThrowBackThursday post this is.\n\nLOL https://t.co/o0u\xe2\x80\xa6',23,ThrowBackThursday,7925,3005
2017-09-07 12:40:07,"b'RT @malarianomoreuk: Clinical trials for the new ""game changing"" malaria drug to begin in 9 countries across Africa &amp; Asia #EndMalaria http\xe2\x80\xa6'",6,EndMalaria,56,130
2017-09-07 12:39:37,"b""In A Case That Is 'Almost Impossible,' Girl Dies Of Malaria In Italy https://t.co/2MLJKjCXII""",0,None,392,186
2017-09-07 12:39:20,b'RT @MalariaNoMore: RDTs and ACTs have been a major factor in the 62 percent drop in global #malaria deaths over the last 15 years. https://\xe2\x80\xa6',25,malaria,1550,2554
2017-09-07 12:38:51,b'No such thing as president trump + First Lady malaria https://t.co/n4hWGfmcHV',0,None,299,1642
2017-09-07 12:35:42,b'RT @HazardChaos: Didier Drogba once stopped a civil war in his country. He also recovered from Malaria in 26 minutes. The man is a living l\xe2\x80\xa6',10,None,1429,2488
2017-09-07 12:35:39,b'RT @CharlieBiggs27: This is about as funny as malaria https://t.co/bqQjRh2K3H',12,None,1685,1713
2017-09-07 12:34:56,"b'RT @MSF: #KillerDiseases: Every minute, one child under the age of 5 years dies of #malaria. Learn more about this big killer https://t.co/\xe2\x80\xa6'",55,KillerDiseases,1550,2554
2017-09-07 12:34:53,b'RT @MicrobioSoc: Avian malaria can be lethal to penguins. Researchers from @TwycrossZoo &amp; @UniofNottingham are working to prevent it https:\xe2\x80\xa6',8,None,373,511
2017-09-07 12:34:50,b'Side effect?\nMalaria girl autopsy today https://t.co/65pLOHPetB',0,None,114,120
2017-09-07 12:34:07,b'Italy opens manslaughter probe over child\xe2\x80\x99s malaria death https://t.co/C9lCzFY5Vz',0,None,3051,0
2017-09-07 12:33:26,"b""RT @aeroindiapune: It's mosquito breeding and high time to protect yourself and family from malaria, dengue and chikungunya.\n#Pune #mumbai\xe2\x80\xa6""",1,Pune,480,3460
2017-09-07 12:32:54,b'Italy opens manslaughter probe over child\xe2\x80\x99s malaria death https://t.co/2y9ftzzv1h',0,None,2065,1530
2017-09-07 12:32:11,"b'RT @ghn_news: Waters of South Asia\xe2\x80\x99s devastating floods are receding, but the nightmare isn\xe2\x80\x99t over for many in Nepal, Bangladesh https://t.\xe2\x80\xa6'",1,None,1088,430
2017-09-07 12:31:52,"b'RT @MedsforMalaria: In #SouthSudan, #malaria epidemic kills more than 4,000.  https://t.co/XutAI62LsL via @anadoluagency https://t.co/v0QtW\xe2\x80\xa6'",5,SouthSudan,1550,2554
2017-09-07 12:31:48,"b'Malaria infections are on the rise in South Sudan, with more than 1.3 million people infected in 2017 https://t.co/H16zu4agor'",0,None,369,291
